book_key,title,author,pages,average_rating,published_date
394539,Las semillas de la vida. Parte 3: Vida (Spanish Edition),Mónica Andrés Lacasta,180.0,5.0,
125106,Duality,Cove Penn,291.0,5.0,
2415493,The Game,Vi Keeland,359.0,3.92307692307692,2023.0
392444,"How to Win the War on Truth: An Illustrated Guide to How Mistruths Are Sold, Why They Stick, and How to Reclaim Reality",Samuel C. Spitale,304.0,4.5,2022.0
1668554,Superior Day,Team Getname,,4.0,2011.0
2583913,The Mother-in-Law,Sally Hepworth,384.0,4.0,2019.0
196862,Burning Cold: The Cruise Ship Prinsendam And the Greatest Sea Rescue of All Time,H. Paul Jeffers,304.0,3.0,2006.0
2534667,Love in the Ruins,Barbara Cartland,124.0,5.0,
202238,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,416.0,4.10294117647059,2006.0
1341526,"Longe dos Olhos, Perto do Coração",Jenny Colgan,368.0,2.0,2020.0
1539158,Tự đào giếng trước khi chết khát,Harvey MacKay,408.0,3.0,1997.0
1145343,"Perfect Pact (Mason Creek, #27)",Cary Hart,169.0,5.0,
616660,Puissance de la douceur,Anne Dufourmantelle,128.0,5.0,2013.0
2178270,Jennifer Crusie 3-Book Set: What the Lady Wants/ Manhunting/ Getting Rid of Bradley,Jennifer Crusie,,5.0,1995.0
1172043,The Stone Girl's Story,Sarah Beth Durst,336.0,5.0,2018.0
415444,Se busca canguro,Marta Claus,345.0,2.66666666666667,
1027814,Crossed Trails,Bob Blink,254.0,4.0,
790731,99 Days,AnnaLisa Grant,246.0,5.0,
1253365,Bottle of Lies (Bennett Sisters; Dead Flat #1),Lise McClendon,63.0,3.0,2019.0
2422091,The Visions of Ransom Lake,Marcia Lynn McClure,296.0,4.45,2002.0
2091148,"¡Camarero, este café está frío!: Primeros auxilios para mejorar la asertividad, la comunicación y las relaciones personales (Cuadrilátero de libros) (Spanish Edition)",Raquel Ballesteros,208.0,4.0,2016.0
2092484,French Exit,Patrick deWitt,304.0,4.0,2018.0
1916600,Memories Unwound,Ruby Dhal,180.0,4.0,
612893,One Piece 59: La Mort De Portgas D. Ace,Eiichiro Oda,208.0,5.0,2010.0
2328238,Richard Scarry's Best Rainy Day Book Ever,Richard Scarry,144.0,5.0,1974.0
37906,Geoengineering: The Gamble,Gernot Wagner,203.0,4.0,
309834,"I diavoli sono qui (Chief Inspector Armand Gamache, #16)",Louise Penny,616.0,5.0,2020.0
1763153,Little Fox in the Forest,Stephanie Graegin,40.0,4.0,2017.0
769178,O Segredo do Chocolate,James Runcie,208.0,4.0,2001.0
604012,"Happy Shitty Life, Vol. 5",Harada,192.0,4.0,2023.0
470062,Dante's Divine Comedy: Inferno : Journey to Joy,Kathryn Lindskoog,226.0,5.0,1320.0
753077,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",Alan Bradley,310.0,4.25165562913907,2014.0
2328812,Vampire Dormitory 2,Ema Tōyama,160.0,4.0,2019.0
97097,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,324.0,4.0,2007.0
2152837,Mózg ćwiczy. Czyli jak utrzymać umysł w dobrej formie,Kaja Nordengen,256.0,4.0,2018.0
2597201,In the Beginning: Compelling Evidence for Creation and the Flood (7th Edition),Walter T. Brown,328.0,4.0,1989.0
1141086,ناريا,حسن علي أنواري,168.0,4.0,
1238167,Puppet on a Chain,Alistair MacLean,222.0,3.0,1969.0
2305731,Unrest,Yeng Pway Ngon,317.0,3.0,2009.0
1562602,Shoes and Baby,S.Y. Robins,43.0,5.0,2015.0
1567494,A Cellist's Life (Strings Backstage),Colin Hampton,128.0,4.0,2000.0
980545,Secrets of Power Salary Negotiating: Inside Secrets From a Master Negotiator,Roger Dawson,288.0,4.0,2006.0
945790,The Tent,Margaret Atwood,176.0,5.0,2006.0
1638051,The Key to Heaven,Ray Comfort,192.0,5.0,1997.0
263853,"Murder in the Latin Quarter (Maggie Newberry Mysteries, #7)",Susan Kiernan-Lewis,392.0,4.42857142857143,2016.0
909436,Piddly Poems for Children: Volume 1,Benny Bellamacina,34.0,4.0,2009.0
2178508,"Chico Bento: O Casamento da Rosinha, #23",Mauricio de Sousa,66.0,4.0,2017.0
409253,Praxeological Ethics,J. W. Rich,155.0,4.0,
2377562,People Called Kolkata,People Places Project ..,302.0,5.0,
933620,Весёлая семейка,Nikolay Nosov,520.0,5.0,1954.0
2413736,Famous Last,Brian  Lancaster,359.0,2.0,
1413398,Het boek Daniel,Chris De Stoop,256.0,4.24,2020.0
2044360,"Sternenschweif, 77, Geheimnis des Mondes (German Edition)",Linda Chapman,0.0,3.0,
92391,The New Journalism,Tom Wolfe,394.0,4.5,1973.0
145054,Your Score,Anthony Davenport,224.0,4.0,2018.0
1656238,Malik (Kif Warriors #1),Kiki Burrelli,188.0,4.0,2019.0
1463506,A democracia equilibrista: Políticos e burocratas no Brasil (Portuguese Edition),Pedro Abramovay,184.0,4.25,2022.0
2493559,En busca del misterio,Fernando Jiménez del Oso,333.0,4.0,
2552956,La revelación de los templarios,Lynn Picknett,0.0,3.0,1997.0
26331,The Stay At Home Chef Family Favorites Cookbook,Rachel Farnsworth,352.0,5.0,
10390,De cómo un rey perdió Francia,Maurice Druon,329.0,2.8,1977.0
173273,Kick Back,K.J .,305.0,4.8,2020.0
1147512,Trillions: How a Band of Wall Street Renegades Invented the Index Fund and Changed Finance Forever,Robin Wigglesworth,352.0,5.0,
127955,"Light from Her Mirror (Mirrors Don't Lie, #3)",Becki Willis,306.0,5.0,2014.0
1174343,Raptor: A Journey through Birds,James Macdonald Lockhart,384.0,3.0,2016.0
849527,The Haunting of Blackwood House,Darcy Coates,358.0,3.95833333333333,2015.0
263128,"Bibliocollège - Nouvelles réalistes, Guy de Maupassant",Guy de Maupassant,128.0,3.0,
2085520,One Bit at a Time,Sydney Presley,65.0,4.0,2015.0
1734497,El hombre que sabía demasiado,G.K. Chesterton,288.0,4.0,1922.0
2206034,Christmas Games (Italian Edition),Mariarosaria Guarino,177.0,5.0,
667335,This Mum Runs,Jo Pavey,0.0,4.8,2016.0
1703254,The Bad Boy and the Tomboy,Nicole Nwosu,354.0,5.0,2016.0
136515,"Kingdom of Corruption (The Fausti Family, #4)",Annie Rose Welch,502.0,5.0,2019.0
284849,"Die Tage des Hirsches (Die Grenzländersaga, #1)",Liliana Bodoc,315.0,3.0,1999.0
2587155,"The End of Me (The Single Lady Spy, #1)",Tara Brown,279.0,3.5,2013.0
2527215,Verbrenn all meine Briefe: Roman – »Sein Buch ist kein Krimi und könnte doch aufregender nicht sein.« Christine Westermann,Alex Schulman,0.0,3.66666666666667,2018.0
82372,"A Dark, Dark Tale",Ruth Brown,32.0,3.83333333333333,1981.0
2322059,Die Djurkovic und ihr Metzger,Thomas Raab,264.0,3.0,2020.0
2462551,"Ringworld's Children (Ringworld, #4)",Larry Niven,284.0,4.0,2004.0
1214020,Wartime Wishes at Bletchley Park (The Bletchley Park Girls #3),Molly Green,464.0,4.29411764705882,
2533139,شهداء العنود,علي الحجي,118.0,3.0,
2185657,Tomorrow is near but today is here (Mindful Mia #2),Asaf Rozanes,36.0,3.0,
448597,"Como Dibujar Manga, Volumen 2: Tecnicas",Matsuoka Hideki,120.0,5.0,2000.0
2065111,A Treacherous Paradise,Henning Mankell,386.0,5.0,2011.0
2148749,Mrs. Wiggins (Thorndike Press Large Print Black Voices),Mary Monroe,484.0,3.0,2021.0
1462630,The Final Storm,Liz  Hambleton,320.0,4.23529411764706,2022.0
1746772,Duivelswerk,Mo Hayder,352.0,3.5,2006.0
975792,Ο Τονγκολέλε δεν ήξερε να χορεύει,Sergio Ramírez,416.0,3.0,2021.0
1809325,Stolen by the Warlord (Ash Planet Warriors #1),V.K. Ludwig,254.0,4.0,
2120197,Marilia Carneiro No Camarim Das Oito (Portuguese Edition),Mühlhaus Carla,189.0,3.0,
1129248,"Wo die Spuren aufhören (Chief Inspector Armand Gamache, #10)",Louise Penny,480.0,4.0,2014.0
854234,Unf*ck Yourself,Yellow Kite,224.0,4.625,2016.0
1246861,"Confessional (Liam Devlin, #3)",Jack Higgins,256.0,3.93333333333333,1985.0
2576820,Shadow (Golden Skulls MC #11),Rebecca Joyce,0.0,5.0,
1538527,"Garment of Shadows (Mary Russell, #12)",Laurie R. King,304.0,5.0,2012.0
1967637,Canción de sangre,Julia   Ember,272.0,3.0,2020.0
1502120,PANDORA: End of Days,Peter J. Ang,204.0,4.11764705882353,2012.0
499950,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,252.0,3.90909090909091,2004.0
2097299,La libertà e i suoi nemici nell'età della guerra al terrorismo,Michael Walzer,109.0,5.0,
236450,The Light We Carry: Overcoming in Uncertain Times,Michelle Obama,319.0,4.24775784753363,2022.0
1145189,"Pekoe Most Poison (A Tea Shop Mystery, #18)",Laura Childs,317.0,3.66666666666667,2017.0
910755,The Revised Kama Sutra,Richard Crasta,333.0,4.0,1993.0
1230620,Game Project Completed: How Successful Indie Game Developers Finish Their Projects,Thomas Schwarzl,116.0,4.0,2014.0
2491684,White Lies in Blue Ink,Isabella J. Mansfield,52.0,4.0,2015.0
1085002,"My Forbidden Billionaire (My Way to Romance, #1)",Kristine W. Joy,343.0,3.83333333333333,
737977,가면속의 사랑 28,Yu-Rang Han,163.0,4.0,
2315953,Best Foot Forward (Brass Knuckles & Tattered Wings #1),Martin Svolgart,88.0,3.0,2020.0
2133151,Interesting Narrative and Other Writings,Olaudah Equiano,355.0,4.0,1789.0
1406700,Summer at Enid’s,Britt Laux,174.0,4.0,
2492545,A Country Doctor's Notebook,Mikhail Bulgakov,162.0,5.0,1925.0
1457753,Apple Seeds in the Snow (The Zemkoska Chronicles),Helen Rygh-Pedersen,358.0,3.0,
57978,Thalia De Luca,Jaclin Marie,252.0,3.36363636363636,2020.0
188966,La ragazza di Bube,Carlo Cassola,219.0,4.5,1960.0
487617,What's So Great About the Eiffel Tower?: 70 Questions That Will Change the Way You Think about Architecture,Jonathan Glancey,176.0,3.66666666666667,
127884,الحب بذكاء : كيف تجدين الرجل الذي تحلمين به؟ أو كيف تصلحين شأن زوجك,Phillip C. McGraw,304.0,2.33333333333333,2005.0
1958111,Road Story,Julienne van Loon,166.0,4.0,2005.0
721744,F,Daniel Kehlmann,384.0,4.0,2013.0
211472,The Missing Word: A Novel,Concita De Gregorio,118.0,4.0,2015.0
1005736,"Shadow Summoner (Choronzon Chronicles, #1)",Tess Adair,309.0,3.0,2018.0
1362240,For Women and Girls Only: Reshaping Jewish Orthodoxy Through the Arts in the Digital Age,Jessica Roda,336.0,5.0,2024.0
1358046,A concepção semântica da verdade,Alfred Tarski,252.0,4.0,
822825,"One Last Chance (Oak Grove, #3)",Nancy Stopper,,3.0,
436832,Pretty Please: A Book of Manners (Disney Princess),Kiki Thorpe,64.0,3.0,2005.0
1252285,El beso azul,Jordi Sierra i Fabra,431.0,5.0,
917475,"Maliciously Obedient (Obedient, #1)",Julia Kent,246.0,3.73333333333333,2013.0
273958,The Dying Earth RPG,Robin D. Laws,192.0,4.0,2001.0
2129579,Dead Highways: Origins (Book 1),Richard  Brown,257.0,4.0,2012.0
2125983,De bekendste methodieken voor no-nonsense coachen - Zes praktische aanpakken voor effectieve coaching,Anne de Jong,173.0,3.0,
765747,Fearless,Jordan Silver,54.0,4.0,2018.0
2092181,La buena novela,Laurence Cossé,416.0,4.0,2009.0
659980,Coral Cafe (Coral Cottage at Summer Beach),Jan Moran,258.0,4.0,
2268707,Conquering Chaos,Catelynn Lowell,161.0,3.5,2015.0
1677663,The Sirens of Soleil City,Sarah C. Johns,304.0,4.0,
1329417,"Homebodies (Out of Uniform, #4.5)",Annabeth Albert,35.0,4.0,2018.0
459227,The Houseboat,Dane Bahr,256.0,3.28571428571429,2022.0
961383,Draaidagen,Bianca Boer,270.0,2.0,
1015477,"Magnet (Terran Times Second Wave, #14)",Viola Grace,90.0,4.0,2014.0
221795,Leuchtfeuer,Dani Shapiro,288.0,2.0,2022.0
801408,دنقلا,إدريس علي,168.0,3.58333333333333,1993.0
2086815,Tensei Oujo wa Kyou mo Hata o Tatakioru Vol.1,Bisu,,4.0,
1864187,Carnival of Souls,Melissa Marr,306.0,3.58181818181818,2012.0
1273933,Sun Tzu for Women: The Art of War for Winning in Business,Becky Sheetz-Runkle,225.0,5.0,2010.0
38812,Oasis (Inferno #2),J.R. Gray,232.0,4.5,2019.0
873814,Amazon Elastic Compute Cloud (EC2) User Guide for Linux Instances,Amazon Web Services,892.0,4.33333333333333,2012.0
2223156,Undercover Love,Lucy Score,188.0,4.4,2015.0
1163473,"One More Mountain (Breadwinner, #5)",Deborah Ellis,192.0,4.4,
2217464,All We Like Sheep,Mary G. Peeples,104.0,3.0,1987.0
2016418,When in Rome...,Gemma Townley,306.0,3.66666666666667,2004.0
1734832,"Chicken Soup for the Soul: Living with Alzheimer’s  & Other Dementias: 101 Stories of Caregiving, Coping, and Compassion",Amy Newmark,400.0,4.66666666666667,2014.0
1124482,The Snake Has All the Lines,Jean Kerr,163.0,4.0,1960.0
2050574,Reincarnated as the Piggy Duke: This Time I’m Gonna Tell Her How I Feel! Volume 8 (Reincarnated as the Piggy Duke: This Time I'm Gonna Tell Her How I Feel!),Rhythm Aida,242.0,5.0,
2216915,Morgen mag ik naar huis: 10 dagen op zaal met Maar,unknown author,0.0,5.0,
1675214,ليس من الضروري أن تتنفس! It's not neccessary to breathe!,علي جابر الفيفي,18.0,4.0,2020.0
1679512,Núi thần (Tập 2),Thomas Mann,748.0,5.0,1924.0
2359551,"How to Break a Dragon's Heart (How to Train Your Dragon, #8)",Cressida Cowell,320.0,4.66666666666667,2009.0
876938,World Religions: The Great Faiths Explored and Explained,John Bowker,216.0,3.9,1997.0
1191767,The Scaredy Cat (Usborne First Reading Level 3),Russell Punter,48.0,3.0,2008.0
2427382,Anne Boleyn,Marie Louise Bruce,380.0,3.0,1972.0
1899249,Francotirador,Chris Kyle,,4.5,2012.0
1640939,Le Catilinarie,Marcus Tullius Cicero,201.0,3.4,-63.0
17226,The Wrong Man (John Bailey #5),Tim Ayliffe,352.0,4.0,
1146086,The Pain Eater,Beth Goobie,236.0,3.92307692307692,2016.0
1658449,Ashes in the Wind,Kathleen E. Woodiwiss,664.0,4.19318181818182,1979.0
1375705,Lords of Eire: An Irish Medieval Romance Bundle,Kathryn Le Veque,1257.0,5.0,
297803,Batman/Superman (2019-2021) #10,Joshua Williamson,24.0,3.0,
2001666,Das Brot der frühen Jahre,Heinrich Böll,336.0,4.0,1955.0
2425171,Sanctuary (The Chosen Trilogy #1),Cheyenne Nikole,435.0,3.0,
932812,Voices from the Plain of Jars: Life under an Air War (New Perspectives in SE Asian Studies),Fred Branfman,176.0,4.5,1972.0
1407465,The Shocking Story of Electricity: Internet Referenced (Young Reading),Anna Claybourne,64.0,5.0,2006.0
469613,Dead Rising,Carl Hose,95.0,4.0,2010.0
375792,High School Queens,Zachary Ryan,302.0,2.5,
2187368,الموسيقي الأعمى,Vladimir Korolenko,188.0,4.0,1886.0
2455455,拔魔,冰临神下,,2.0,
771056,And She Was (Brenna Spector #1),Alison Gaylin,402.0,4.5,2012.0
1843556,Das Haus über dem Fjord,Kristin Valla,319.0,5.0,2019.0
2517474,A Pale View of Hills,Kazuo Ishiguro,192.0,1.0,1982.0
826167,White Is for Witching,Helen Oyeyemi,283.0,3.93333333333333,2009.0
1245984,Life on the Mississippi,Mark Twain,317.0,4.57142857142857,1883.0
2147572,The Fall of Troy,Quintus Smyrnaeus,301.0,3.5,350.0
1924601,"DAD: Untold Stories Of Fatherhood, Love, Mental Health and Masculinity",Elliott Rae,400.0,5.0,
1635121,The Art of Submission (The Art of D/s #1),Ella Dominguez,364.0,4.0,2012.0
2048311,The Faith Healer of Olive Avenue,Manuel Muñoz,239.0,4.0,2007.0
2524433,"Her Fearless Warrior (Lunarian Warriors, #6)",Roxie Ray,252.0,3.5,2020.0
1340715,Don't Go to Sleep Yet! (Sammy Bird),V. Moua,0.0,5.0,
2401444,Elegant and Easy Rooms,Dylan  Landis,240.0,3.0,1997.0
1856150,"Summary Of The 1619 Project: A New Origin Story By Nikole Hannah-Jones | Get The Key Ideas In Minutes, Not Hours",Rapid Reads,,3.0,
2488614,Eat That Frog,Brian Tracy,128.0,4.0,2001.0
608731,A Fisherman of the Inland Sea,Ursula K. Le Guin,193.0,5.0,1994.0
665960,Fossil Hunter,John B. Olson,368.0,2.0,2008.0
1693277,Millennial Love,Olivia Petter,240.0,3.5,
431801,Riikinkukon paratiisi,Jojo Moyes,511.0,3.0,2005.0
2506182,"Peligro Inminente (Jack Ryan, #5)",Tom Clancy,624.0,4.0,1989.0
203490,Vampire Knight T10 Ed Double,Matsuri Hino,256.0,4.0,
1683923,Satin Anvils,Eric Beeny,6.0,5.0,
2012998,Recall-Devil-King: Summon-A Demon-Lord To My World's-Vol.1,Vera Solorzano,360.0,4.0,
577828,The Crying of Lot 49,Thomas Pynchon,128.0,4.0,1966.0
1537042,Como Entender os Homens: O Que Você Deve Saber (Portuguese Edition),Seu Relacionamento Melhor,36.0,4.0,
1371601,"Kissing Cupid (Rancho Estate, #5)",Sonia Francesca,128.0,5.0,2005.0
1044157,1984,George Orwell,384.0,4.0,1949.0
103162,Mathematics Explained for Primary Teachers [with eBook Access Code],Derek W. Haylock,496.0,4.0,1995.0
1596409,"Avercamp, laat twintigste eeuw",Stephan Enter,27.0,4.0,
382175,The Cindy Chronicles: The Complete Set,RaShelle Workman,393.0,3.33333333333333,2013.0
545377,At War with Ourselves: My Tour of Duty in the Trump White House,H.R. McMaster,348.0,4.21428571428571,2024.0
2340967,Marvel Share Your Universe Sampler,Marvel Comics,27.0,4.5,
170449,Aristokratas Maskvoje,Amor Towles,544.0,4.08333333333333,2016.0
1938519,How to Remember,Cari Dubiel,298.0,5.0,2020.0
533798,Wild Goose Chase (Palm Island #4),K.M. Neuhold,265.0,4.2,2023.0
2465730,La Tête d'un homme,Georges Simenon,186.0,4.0,1931.0
2124956,The Woman in the Water,Will Barton,207.0,4.0,
911875,Politics and Aesthetics,Jacques Rancière,120.0,3.0,
1241883,The Fortnight in September,R.C. Sherriff,304.0,4.66666666666667,1931.0
52432,"Contes et légendes inachevés : Le Premier Age (Contes et Légendes inachevés, #1)",J.R.R. Tolkien,256.0,3.625,
1158071,Saksı Olmanın Faydaları,Stephen Chbosky,285.0,4.16666666666667,1999.0
742020,Jefferson's War: America's First War on Terror 1801-1805,Joseph Wheelan,414.0,5.0,2001.0
1735456,Amelia's Storm (Brides of Bethany Springs #7),Charlotte Dearing,222.0,4.0,
1458385,"Laid-Back Camp, Vol. 13",Afro,178.0,3.0,2022.0
273146,Onschuldig verleden,Viveca Sten,381.0,3.0,2010.0
1665164,Gulbja zvaigznājs,Rolanda Bula,254.0,4.5,
1009869,"The Solid-State Shuffle (Sunken City Capers, #1)",Jeffrey A. Ballard,270.0,5.0,2016.0
970136,Il Grido Del Gabbiano,Emmanuelle Laborit,212.0,5.0,1994.0
1022484,Atlantis in Peril,T.A. Barron,272.0,5.0,2015.0
383332,The Texas Ranch: The Complete Series,Jodi  Walker,782.0,4.16666666666667,
481492,Unholy Ground (Inspector Matt Minogue #2),John Brady,304.0,5.0,1989.0
745418,In the Wake,Per Petterson,230.0,4.27272727272727,2000.0
1054817,Нова Європа,Катерина Зарембо,176.0,3.0,2018.0
1296855,Sàpiens 2. Els pilars de la civilització: Una història gràfica 2,Yuval Noah Harari,256.0,3.0,2021.0
2035264,Fiance For Christmas (Christmas),Catherine George,192.0,4.0,1998.0
394065,Finding Me,Michelle Knight,,4.0,2014.0
604893,"Betrayal of Thieves (Legends of Dimmingwood, #2)",C. Greenwood,175.0,4.09090909090909,2012.0
566794,Con Respeto: Bridging the Distances Between Culturally Diverse Families and Schools: An Ethnographic Portrait,Guadalupe Valdés,240.0,5.0,
1588852,Fed After Midnight,Latrexa Nova,113.0,4.5,
587457,Happily Ever After (Runaway Princess: Flicka #5),Blair Babylon,314.0,4.33333333333333,
1509695,Religion for Atheists: A Non-Believer's Guide to the Uses of Religion,Alain de Botton,320.0,4.0,2011.0
2589402,Bulgaria Mexicalli,Gerardo Arana Villarreal,42.0,5.0,2011.0
876941,Contemplation by Franz Kafka (1998-09-01),Franz Kafka,,3.0,1912.0
1486551,Back Door Horse (Green Mountain Romance Book 1),Heather    Wallace,264.0,4.5,
2018080,The War That Ended Peace: The Road To 1914,Margaret MacMillan,739.0,5.0,2013.0
1672267,The Last Championship (Pitstop #1.5),Bridget L. Rose,,4.0,
1259748,All the Horses of Iceland,Sarah Tolmie,112.0,3.72727272727273,2022.0
2154368,الهروب إلى الحرية,حسين الشهرستاني,288.0,3.0,2010.0
224534,"Up to Me (The Bad Boys, #2)",M. Leighton,289.0,4.24610591900312,2013.0
206838,The Ladies of Missalonghi,Colleen McCullough,189.0,3.70588235294118,1987.0
2064430,"Retour à la lumière (Le veilleur des brumes, #3)",Robert Kondo,195.0,5.0,2019.0
51672,Triumph of Truth: Rajiv Gandhi Assassination-The Investigation,D.R. Kaarthikeyan,280.0,4.0,2004.0
2473576,"Any Old Diamonds (Lilywhite Boys, #1)",K.J. Charles,320.0,4.48484848484848,2019.0
1951552,Seven Years of Darkness,You-Jeong Jeong,338.0,3.0,2011.0
693457,The House of Paper,Carlos María Domínguez,112.0,3.66666666666667,2002.0
2089073,حب تصميم الشعارات : دليلُ صناعة الهويَّات التجاريَّة المتميِّزة,ديفيد ايراي,220.0,4.0,2009.0
2199459,Betrayal (Immortal Protectors #1),H.M. McQueen,225.0,5.0,2015.0
1162029,"The Book of Humans: A Brief History of Culture, Sex, War and the Evolution of Us",Adam Rutherford,273.0,3.82758620689655,2016.0
1707227,Making Faces,Kevyn Aucoin,160.0,4.55813953488372,1997.0
1908349,"Of Snow and Roses (Magically Ever After, #1)",T.M. Franklin,277.0,3.5,2020.0
1117577,قصص الأنبياء في القرآن الكريم,مركز المعارف للمناهج والمتون التعليمية,364.0,3.5,
1977271,Por qué fracasan los países,Daron Acemoğlu,600.0,3.0,2012.0
349879,You'll Know in Your Heart (The Gods Made Me Do It #7),Lisa Oliver,208.0,4.6,2019.0
2069017,"Hallo, Mister Gott, hier spricht Anna",Fynn,,3.0,1974.0
430242,"Wildest Dreams (Thunder Point, #9)",Robyn Carr,361.0,4.61111111111111,2015.0
2099411,Family Graces,Kathryn Magendie,280.0,4.0,2012.0
921211,Le journal intime de Sally Mara,Raymond Queneau,,4.0,1950.0
1427916,Viva Coldplay!: A Biography,Martin Roach,199.0,4.0,2010.0
1239213,Allegiance to Power: A Political Espionage Thriller,Steven Lee,321.0,3.0,
1147207,Omicidio al Roadhouse,James    Ross,382.0,3.0,1940.0
1646949,The Killer Wore Cashmere Socks,Dixie Howell,242.0,5.0,
2141707,Baby Animals from Africa: A rhyming picture book for children aged 0-5,Barb Asselin,25.0,3.4,2014.0
2171038,Working with Bitches: Identify the Eight Types of Office Mean Girls and Rise Above Workplace Nastiness,Meredith Fuller,273.0,5.0,2013.0
2568613,The Firebird's Tale,Anya  Ow,217.0,3.0,
1688989,Beyond the Veil,Burgs,331.0,5.0,2008.0
1883044,The Dreaming Road,Elizabeth Moore,378.0,5.0,
12471,"Shift Happens (New Orleans Nocturnes, #2)",Carrie Pulkinen,242.0,3.33333333333333,2020.0
1300637,"Throne of Glass Collection (Throne of Glass, #1-3)",Sarah J. Maas,0.0,4.90322580645161,2014.0
1328525,Distant Relations: Iran and Lebanon in the Last 500 Years,H.E. Chehabi,288.0,4.0,2006.0
2305192,"The Miracle of the Bread, the Fish, and the Boy",Anthony   DeStefano,32.0,4.0,
483426,The Black Velvet Coat,Jill G. Hall,351.0,3.875,2015.0
2423896,Revolutionary Witchcraft: A Guide to Magical Activism,Sarah Lyons,168.0,5.0,
187289,Van Halen Rising: How a Southern California Backyard Party Band Saved Heavy Metal,Greg Renoff,400.0,4.38095238095238,2015.0
215343,Toubab,Núria Tamarit,116.0,4.0,
